Equation,Result,Gradient
2.7197265625 - 0.00244140625,2.71728515625,0.9996332775502468016562731215773420432688966981196891314892754264736264711386840989612363267141590712237642299580075166213976508848912655636791354707973350299175597221991076993436492054384556900415634335248324718506361710824055393204584355815692788816169785963234462808971302613719074097486453340615387751159549348853847187100548529979547532457702172820754384592864118810583460257324401639120511156306947585886748563412642692850619353641452486790607912189630807622260390686115196538979567210963906944645424128480488263587154344208655512183961361834149556545770802244347065175935320985823293323135694739966662951233337695301587232501654698289321126200269590268456398769280541782696023622129492024710658440561381087653127926088594820656389656371174278310780955921997108519354948959093767423348066918505202409107188946191188767688867336055595727489380911710635846446186290199229317488317964785396965337546312921243047303439154812615971201390468694191059855356114729337995550388
2.71728515625 - 0.001220703125,2.718505859375,1.0000824129721242859929325097715454149964454908928061287188969278396946783104672685799612784052609542570767393879553790286311654802989382404531311929400846282196636045930235682236263527333409850829856873036623090002939288124991294654435034187517647678640136552949791995827846547843675012152109614782424885760427400681607433520874457331861737788508628948272149336639987282990233167469057971673836975928762231765381808979983079192441228789281091589436841016893929360015718202506597477999792140934569440482629567742362883691249546088008970432328095347926593993310602885344710819467469380612120573476991478751568739147588320524085163769965512102474426768170464444821466593570405254896503507546942309766984892165731997569520233504472993596235392534531413776484679922807382240570537624526379932628986166294596431166839727948299662759738796769778624426912014173678485631231591797664395872850510574293984574221253431637523971087038927061785212722348616568995761527584472614973855414
2.718505859375 - 0.0006103515625,2.7178955078125,0.9998578704765137300202397201326283775336787279113042216588366866435403705968159692229188194146014829080439111588245779893091525395472217489319042267695222136907442036545939345010404112320603902118481755941715118535266859235383912170523897008083706579296583818224979643029036558563169889747863062970889482826355256171157488820145052310404989893891034562943465057321013540987030097084597700383298177590109536766275029620399637009010365049210114817999000658219809770499288306575499920976400129311218141621610311159254424383332387295384768958704283795968948520773165394588605148394066662778405129602706541795629171470150665500425764839867203476057319331250393850600328806726628291584063085812965633466826806976821291812510545847356724687691355949860501382860134127336669402456873411832185165671611678163084946413113247050022259260494311727411448896657254486557178788329520748436131664203040967872646596569766276017511812543917512864210335449295537112093107712710419205449362112
2.7178955078125 - 0.00030517578125,2.71820068359375,0.9999701480267355366435032700091951836461916219455089385162487643408059491570615655301872152621416884986613315112927796584435654948075886216048025041260489647449886276903186520801187352659041146249302723427552941686326600380434068013962088646421915459710641628421120998593821051958285577454440764634605955325573885089261642669572563207678082386207970111274507715109477765800259477121197462160858092307205467821546834588166009830738221226916182088982534195101191745502467658157915239779185077071456290139811441031488367510588183234469324514055741288508318939962511630586586321434330524374895784966477619036362821424064840326720595369053372115601907684722785494255476479740352171876599472480904679214331591335134816596398506178276067635522296420537933981030090384794859052361355578016791008507137025114380319286189371471676100081902632118817425215074167671468533883326784520840025203807503866229608073344591615150412438885102336200899438184617748108227198955836071137536044875
2.71820068359375 - 0.000152587890625,2.718353271484375,1.0000262820748571558832534490829279602846191989650258806111840847174511818208700846529550372402082239164785421010405759401767596361588344584465175288240425744083760943775155532051861944180467849356573933056681369646215591986815163244392470659842142309781421028708476927991276663703163701884566018059423202408182957820317858021040737696142793007193080307116126079207014264179442629589005916263859407769731953680337838101401803844797272838224070311014099220194810282943738952853355811992392236971974680503128441340087652848841962652672258473890014270112251773542819627198531739892615691974983295324181163520013022564753848871994057438907850021871713723501813599267998467252067516631145559253383391501994293515924636685039900828644063012974612028426019773618510608687432335474844379203871342440959443260364388647751206977165714712686069040748798427058801222752990022261204999836336616856278274016756399857268461852815220486302946139358916937579636125488098112219940102375517079
2.718353271484375 - 0.0000762939453125,2.7182769775390625,0.9999982154446752660266978873792925151519336010659228152138227112826696756348356513348100793702599831518525812985869615130087042242483397590790493255540647010361771516939845336263773830740214338034912894875771700829102346632909439609972844924737433344066616087945867173808787754513332349864134039761040298292325320578200932665953571193745905843184975119130179531794545305427802153938696070021819002865340138828448574524712288194359367871219672473433323592812851500035214284460497329846651394397347642640513860355774481706622799767839700255531629236929626298253135364893549864421432725511104082263674533444919880650689747040384221153695496220778322962771837107353886661077200743321620173097866013689978958626671671717254967774719734031694257145870798859977623053814630097759126856665214125514886135312394529656201843122385995641106710150639236217056043819097724700980279667421172634164995763381689445386056315880883605356468691972834688951633410962562088161471279746778450628
2.7182769775390625 - 0.00003814697265625,2.71831512451171875,1.0000122488582331771726150840623620744371284612752202864656745805622304162503423131706380158099352692455267404368443763711008998645849373198695721553993668190120013947376218803560547211680715439210181590307604868879616071309472428518905810528061704011109776319475148083190748973980639644915364604335485171289244111758001224365189635941243534077981619838062477329760527469702458665691676090768282974810043061882309473984945057117326003857490591633222989216080215779681557906660001514506032151958208663541781030380487890804669560083376281653492685366676935041017293602117768958233580748184724475185326270524800872733092497359596784651587614064901120163743357066206528861590515796373098530438728226034041631709390583489358234961873574889566203459721520828533658284655395919546534048827816309737595576315231257521272826307154243111564754891418393466800261965386932253536314900982410901362987752277502114612026794392735708775360743402672579995569528791168526930284428257277201187
2.71831512451171875 - 0.000019073486328125,2.718296051025390625,1.0000052321760713086103750312944559249678582317504782611356898054202953333003839147800700995956175138881345403913373522963995960424141457764357589362428702132843390725001190005451985461108852266607459930309129948719973852347301880147583719391075670489444484167144638962020870031934174586925362189714750745300808281891227025814624506683328204956005368929394864973124531302835501591209898602232354043638553355809902849125002186164938557498569948502388544386415423051922590203032853297715567950843168483995502848362669969167465024163374115425785058994504946541855899632174525347619279408014999652277996987153372076673479633664836926806662371094318884189180562850344650451608914828813704542343850320698797740420677769273548887023944490087392240729151502584014633445618172380861210439851951170738489051583918540881328132471933648968965682520141291281032097665715798770677861086284192836923245987844386009921020807242724813778435537802950906666312531629112571984104191880545042720
2.718296051025390625 - 0.0000095367431640625,2.7182865142822265625,1.0000017238165276022540500472975258169929972354089457322038447075633375591362428440622459190815132701541394520910570322245729729654978417166426605008701706026327256603224405155306127919010511191928196483592289357428914494932206469928801340129261524864899202730273745597139469067140452327522819520102755955590449835141814220090789415555090876997918385653033769457523001078237024203288014801008419413715277315474020930878184251549035803026957211760495907020314617199820131995149397158111086702032172153792249946218719440642932112346278234052225111521201355940724974610112723134331220404622940015843661996185584533269292186593254810124828560330040001718909271150046126727002109786002615465044583534669743231249559963818899317726480737311888496425180228927083951139623105981918465135544077412833902109766905673149810526462899237715872179821528622269279482068555771143921191498585427279950193861549658896504738728162026274084753018282133901543385245936272621230798104468384570317
2.7182865142822265625 - 0.00000476837158203125,2.71828174591064453125,0.9999999696321400182721563196405940266319999929716760208480700795561515091165969962765305005844267510671883138706223606547948560520966904919484135733990507589988287511652697462912232403727861665588084648088089419411788880661737946889599604617016055445121912947916001770515036247726795360375226910906822719698810489342026156068332657494394474936466761325817163800582138521841886188160791093425839934108634279576875651943659061406997458796700572056688528566193707462225418634714858210311463772882020817575640667955227327886541002395246804214049585443150611003003178589720297658334451701554970672564695657504845821527886775080392808111551314408525224593690405678188279161071674705646017508215528359034447275924884054479681919742312426407251072750018449979635406944579401357338650341691442478177349593821755507860510998056289289904675134478492069388681993522512651591628179993731108701503440935936725499614901855209228554286047221835735141210949332339346830053099683788049157660
2.71828174591064453125 - 0.000002384185791015625,2.718284130096435546875,1.0000008467247184556213085578529439587668377503324513590698048242157755867216287003005838579493829633774055997777000900118089169501933779112692055319437629433546132977415519508183623912964166497072332956311832854947393729110253237328337567442663713902884445616761884161546779371600564940453314775261188445147510127355478090722555337736587099467656121551304200448463785372272348312619498118339538513148143479602477806831888597321037142961998173650294917298340195902464281774891830984446298054880724499506824565114401488980955173589274094788351082130843589960344527956040512961740607414595979093504152759259249569154266826744382151001019483031135171058811005599273257984088467125364752925138373985974818183139720114718115606025750149030061566328260739930291615829597565149288693024929663053662671250994684874777068020360965528697622770180996132456000149943724984884522580313896311633438417003395316428489977197315375413237929383571876354396834093717796346177540591583878118459
2.718284130096435546875 - 0.0000011920928955078125,2.7182829380035400390625,1.0000004081785253983706261703488087689276265570429475712429088209348652107106907728239768105229319513957963517272304824296172708844223199079333537946492620323966928005929652052913606095085327256135822228184302560974221562447658576454933755708703774787577816016587960857306581840206738081181893943882786929693679850157938287618245127300828526106867131607731551694883634470430888890230460974213427359223357657740161496554335337488707200088491669440697633117808374819885917217814576481614464119433616799623995338590697314432911883470031349731788371440918202931180301121098819424190746943420923377312840857596801488737703986470876277761875766573024112087997860728665425719033789839118696367127641599667198086074142286196721902348087100805845352600147003496856879866692422156446020766956363405336313884401360602456208770365078371134282391082842360936366523391936489698389677703777725814625803750898278702214925508748178934912515296898482559723409900214811305325959297222893258281
2.7182829380035400390625 - 5.9604644775390625E-7,2.71828234195709228515625,1.0000001889053567486879074885326723146177214782343726940316947780070954280642968092661907460610953959967955450279956749415458375051564792201797610215829998234179804224149908690528015113737380342731285615466560817516086407225300064570348535288372095552893043669263222584399928007828213273922982038900011467889407223931614876183191542359268684925238663993281634064268432405807865806056845276490495989856272005239682063914584697198414222098677543921773197776861259037059172738428406400572607565416802774208718058431284702747990108204324551273045929215977773746686411776169995370331303858186415281742149752764315833632877280295470166970249235461861156673444512284108810171314784048021285509601132267547463759337889100867980175976200291862009612268351338290847285679388963600004977692175829051301871263590931004463581173873678143582017767351641362140092440697577374776142595788264188366704030903238763037802240270123604715090570571873982109896496975962437506153238477912398717493
2.71828234195709228515625 - 2.98023223876953125E-7,2.718282043933868408203125,1.0000000792687543935729788170593534179587147385574572641329464004010901697088270683068743479972372884614419764917903090614081842288769813584589971143027391161545273460156756785952722872036263508929214523562052835617781870321149172643801092632075681625796457227739398924329167067029287401699734120650427914126782122646594321243372604729819996185449571483073382789012658167375730849108868321006635984103665318950744285016534641043571955239250095475185366311639829738112158417051499881053833400130926398021213965296344761807740629099086762799259353091751124408780309977318028696023684566273738558079865117144557617802329561019175280317754988493780347552808529137823612330668693813448854328353196266389661121191062738150400075366750099805516244064388010162936357808210781293607793278601000642908799992871929117571176832088082241503455374185927476871858585762283537518965517478245795861569577795534650313789491689742568222311155595187444882321198767062424293387788760956622382183
2.718282043933868408203125 - 1.490116119384765625E-7,2.7182818949222564697265625,1.0000000244504487084459690281515913111139000457365215571485530902400993418016934338762803865585590118525368944108074507975054487442290595335838582045110032874302019878926415642071821698904725492118388376727121688163469061613300149181644180305440087975661023902050612799385412210353005033595612592230797117338464942521174744338782600115521969142426187716549477576132410640481432368324983932582467038693957977618692760465635372327220416247512124606401492404717959871394374041086464704530155279003236201523905935772042014093980995354601802280900654040970270786711628754216376808302689789554750471024410394951101093924049278853640395075186804361744921550357435095669324429859479122818474553895236552863428174964857932625094998025323551647300804542206771312067981605876157999749439390495818958255125807072246753481242269634610263057410096508819261617888194566409235286435025101513477543671138455329406179147942887947068973587281867277206781732289168122350741009731494594363358534
2.7182818949222564697265625 - 7.450580596923828125E-8,2.71828182041645050048828125,0.9999999970412947389899336302942648258765235599741748462932971484786052993138293369081972349263732384823540870599464454672980404194262379784873917113302453474272434300879412156951877358101412254013557919746186592438354080104194312485217523251355144409749142501028572168709647056823922778474256683860169145588643666101737758756651347909064303057917980715389568103125086319537096688810616174963985326572038283408871142370708026392690350457254081674972711152979998128498346125523118324906872218047031674435177867277218608125903428391983082178723716947088848815669613673040719511924007017041028332971184655180592946805088763642789252577339587772206877258729649012233754567075401666292760087731112418624907728555370614313175330996308605752725525188144460436991208740191852763123479096300013203260203842455464898550493274317441672276638380523693995504732138295057744222670886573829307116686500222050362478449605792208074030687514942892143104284737451814258412589162553727422378932
2.71828182041645050048828125 - 3.7252902984619140625E-8,2.718281857669353485107421875,1.0000000107458718176256664943913678578896253615543840761776680933144227518239280041467359620454850130574861491707661183523478082894492429127727954522214797018366173510202387269756257399558175232590742874586297676652933891070928155307440708589264223610702944286559547637192492371575793233770603380956315064543264752641101427388136966724477430854300009310650783429113404861284850223687769700792353610478388358482418571199056090305493111776832445829410169003325994676846760140167409235113673450071999677217201045833329829918814549248620542120372620216367137747219360710714725790456970487394569061961451082385358119550718689737171136140434726320372693169855139784060292396208822881480621585747854498520408236024175053632581667016082973393014386842451204086808489135042850978081084935564986699457176526483675607701248068266188709323782055591704854183650480881490636320617576474428989170644087444857834940902868260281310399351076218655213237265404268339317733005610931586833014953
2.718281857669353485107421875 - 1.86264514923095703125E-8,2.7182818390429019927978515625,1.0000000038935833017847291753763059279706385107536203582064330035771293631162980135596272248763423156205861579320305721742754180970834647752280725256501911556733025255452545542999722047129169656782496991642103375915569657314305245920425340514476652094726331968830749332287812145599986949941975768716324942909275521951007588322512739794387057720763415361076529404269404144251381799670314132599648860148964826839630131692198926763776874231652129550727810617277674066734855431977937788462469888515802448927813670731465184065332740816245207029510105901186967672585853169325209829317447408030386113661386743167256342583736197954595417373124687443841138391183183461441456229932959923833994189497458451942589519344242616627169509482709895730862635676440904506487434800741233913485313148311279737026536121679589287014973419181975723499284882939988100615024296425872163090552291423946506767871343687284643609042022409377620416423763838525283461129142933237513472221323805778038219844
2.7182818390429019927978515625 - 9.31322574615478515625E-9,2.71828182972967624664306640625,1.0000000004674390262565637213113309516934704755816456583023500469999867540208395679248391848105652504470532024727043987230769547084766609564838248960806171128521185512490042700374489333693546853580442851396583508884480003613911250143269088600225147225717350390665499412849905092605372634533919592793256925097765496613254160534186452285637130738366170205983196917577636642694951726809844130084140798517482421511662145270958087843240818002980203825761218484391513251773662019792634606397900543547061593610276227846869161557749338409130654492545550638854064475041904165687567609121623841141389312403878110484096176359208224098724168521112744198144208269149321170081515260614059434829094940342405935952859223280383334905143506172006079139578149535695223764135647250302184678768340345868458700674656949286305161212263438152493809667242983618532362384765122354291987217242056364825712967154365234891612908512834128468163846130921033249852485629807600323130807448595563888053043866
2.71828182972967624664306640625 - 4.656612873077392578125E-9,2.718281825073063373565673828125,0.9999999987543668840905567604490184749713218823057385233997759123337003519824310574046925826114423812215129475884309426912374337274134009274056010012549892292750765190813775922159359720449817798047583275593848796331576244374426286998122621869305394176458459451041058040324534856632050831718203348423059704985946328278207527534102080825022518495390096744121912370902842341961431356296701843064768684553857363271662866966953665740861387841235040561877198656913129889412873584930520121559332405248260095536107858660240096824703791210260743700586570048109319788236488098899048494152277055591774067997553473702706621472542030009549709104299926619265143439275482945996570654346393758380873098274533946701627961488424444443553528605661302647151336887570871226226540769046008235089084045991716831200243756260983252234839255491515429145283657344048272668249803238308794361764395762375155349495938316974289255692650513521398099020297795813435364754006760522392711363772012476010661893
2.718281825073063373565673828125 - 2.3283064365386962890625E-9,2.7182818274013698101043701171875,0.9999999996109029555403872614133287087988148898841847462949791313460342414362083119924534647066913939312575327704354718798993577092513202624882482842394035137577756019798883347253066216293822578895058001766673414955180773704976390730193283039162325169316704883767379870116484021775804623693285161989617410335485931921685541073074462851733247609924228995216614988359998522930285348168739283920295590671566574781630505304754695974036017258006335365122548600923962690088529529445982043103568783995281230362816921790842435642365333578351107107068353884309979795242770378969802185902302531453373698202087038371651414898736727030329575347078329951789638156401218703562476452913515159839692366911800788795731517083674391891046005191108105161965278629944386611129223529037769678645093359251312222714251511544344760836601791086361049003691357970388522401625745477596720734820266458113920964984074429304442789045029035019290912433800787777049230391506227066537725554137602509744062780
2.7182818274013698101043701171875 - 1.16415321826934814453125E-9,2.71828182856552302837371826171875,1.0000000000391709909901822464170681854043397553002712899091467585415910011025222730251414383745237526706703994779373933071554618863461646449570924435848007129957244770194813241224539320766839455272674600860685761475203049307086201173821190086894824450807626543278009011268436169908807526969302595508779905834358085567199150289815825789995107661136937185981325964315400460643364906689909310395392308544100682597559431452152776654147260758966906994792852457272144028845996393580760803656084438707939983981535875538850644163876312238743780401389095355707342572434359450670296507234944591884397402205986537431578544677456544791996161928510402533333285345813142548753238914122263353719735818392651987083103887093795929116348632429453621248540697879518731192447435956859018009377177840702236112806697343744949344254476116869706391530908594664187156398047944869093325369292383203232411307611412294820951491823261200611828855524167601252134620096333379524481078177955504267896085317
2.71828182856552302837371826171875 - 5.82076609134674072265625E-10,2.718281827983446419239044189453125,0.9999999998250369732882114426887018038467930455055803096994101197530414452550677938334436635449806358466216950704302621970959841187064573235295212806234256201380525831331403162643282841554671819976958349570753016452428767872312626180874261917203095844414624201618084835709355297409226765341448612191620316945565165069988207560594903770766492975730529533375450746403615245680225720772248128522837598665904581001534308700667971630388252779144530806484293204630199927179892528558379177537110589028118950989422086493692402507022674732650843818740580039888712566049136791668770101985704113037507292059661696509008175018634748507305813977139509691558794900984155350896372265785565924132950081574902832551005684675004137672366181632298659832889281762882496090855419186330359351911207507903411680257659750574546188844457537930624209244001779531493558775651829770977490312988980769948840106500749235134139069963980413956835746050638364255625639389312857511880106376905907530965489303
2.718281827983446419239044189453125 - 2.910383045673370361328125E-10,2.7182818282744847238063812255859375,0.9999999999321039821449285167450334878169192432931354062287695859124648901447291431735315150682513207100360244967108060150681499300300052483770163675291239858819372582283746041416329900360387124927909378106110450012102284031665228360471045861380487489493660170158737157514814500292260743632000432679638502772148993439754022766852448835445300628921843057625118970030422039081230629589672752319950095939216321982043007586244445130357745131973255249384520792704031407221261843057715248120688946672327755171799561362441749485463745507695531495031526980802216877296920177851094936895022460183174700319518987702916351917319485946740067371814220050754588243135367750971347834828364607061521683029595030567001684072825055413341666863566219055563540553149649909095291114828234306910121843546226260028728665683875379905135905847596392970765370283335362761507390359893499716724639369009934647362864909618776007835682919780878875453469373261443355773408392395822375291310006499006092742
2.7182818282744847238063812255859375 - 1.4551915228366851806640625E-10,2.71828182842000387609004974365234375,0.9999999999856374865689882996289345416591419423762791253798289354583412878367525420127956716824074495409926757756090545477110133928731243481556930924040695061887541521616510176750779024553378707083227895128965618830713165675576786425417781219694017008118549966438318529217074902651708390476812914441228085162218163258447896382801674115342093555686328423697914844042100369162093045244793004614754353035593472409019898431611339129878564042271442306337895739683593219820092713649323093980359241128177108759004763817950023512299870011335652901433667609900866927828032086920045995605236104282354357184626299661099708005071508258522961540001158933796992718647867097624457954733843258606599997190043096320378628409136172540429991832430015951245020022231350803910500142101985812808388946189972251423373348567842039609088237274029736435747861922886942690757116786720152107774953916703203637570034099596361052116056489948850444175248206110167035985503684781233565954848645700257886907
2.71828182842000387609004974365234375 - 7.2759576141834259033203125E-11,2.718281828492763452231884002685546875,1.0000000000124042387799435025349531125127059335488455479578030638321438668405706872351365364493458347220263933666279653330438895615238894029414947426177322364942633432023697236785757397980089752995386122839095092029967592980513971762508459972392009014752850864241840377886022552231104245479180165482159004509562101796082210954007284868422452285616017876822354449781273620955134665037205558848864503013585039806104945867295275383122720823378771724860206491628400771500552103619349553954966075492698861579606757274466886500307904271828690509427019302589841557701976452772468112251726060321591207695039247266392281531414760452674707796123720594292570387094916746461220023691877261201890401662999083703806328279397200355683597502285934141712088868195529808551806045179898467774942167430606460659895588814024126738363375541117452266250310654577079972307748621759905964202515935774933624822385736576734369480827966687890720551857342546920302706297005676981419417155360987883989645
2.718281828492763452231884002685546875 - 3.63797880709171295166015625E-11,2.7182818284563836641609668731689453125,0.9999999999990208626745554584599341614913104670897610821182438963700145480417554159972539521426499149522134148188436658536100347772633551372386521640435126381840408385575416445384812266191437639468211363971386401684043372267676563535170884677745801879851956930125176514093211970757783922338904448950511758674311805502811669927450117923242591515765168006737923214245535058370277412084953005870754696897522854993801941695635482707471263511146492918763777876173807188750697916134634980156963269096473936909778081557622297130878432339134084525673357522077953733624216058437906932845646021677697460617381215647930025909952032273573617287865870873269513334631366714329831778440501473110054136632819814530845634607769494381949927396026700859524855340573904894334806588278918353002248077493347912609718039219922988512232472953927429107208643167265166028436469432274791346846566256646035573228429332870252638007212765317752568105125174221135667198719772330906340057609514210859024376
2.7182818284563836641609668731689453125 - 1.818989403545856475830078125E-11,2.71828182847457355819642543792724609375,1.0000000000057125507272718698419409209583366678381672761636087072342594673658727921792966291875116928794648150608869526635992368160498954164505704491653189137317053137987213066356552282415940145234612323045877557045979798145240941190501791569500471241683111284463664090081780254387865961594104972446378016450573095294121313330964903156043238979559330060951161439930093780508176051057276201772967876903019882914534553106026625926911910196287060707307201471037437541271879391396141818619578000519156077767691159324300673818799000059916626935641026986682819354228733848594750266154213173858369946810216522538277078274412315462690821601454031145889180434932589948592931478112513106618248412929240992153776582765683512802590054517908930085414123603791348766990768007490918194891408235803305328920761299262037697888879466448476019332001198054557621604783734935261169740473521212140612628567705447764172423482169543363955013997762851820075969453274288182367689686765105395966258865
